BN_341	BN_342	BN_343	BN_344
ENSRNOG00000019154	1497	1537	874	529
ENSRNOG00000019159	3	7	14	6
ENSRNOG00000019162	150	144	88	40
ENSRNOG00000019164	12599	12439	19466	12766
ENSRNOG00000019165	1202	1109	1558	1084
ENSRNOG00000019168	181	208	152	95
ENSRNOG00000019169	689	837	1251	1184
ENSRNOG00000019174	41	48	148	55
ENSRNOG00000019175	416	385	257	187
ENSRNOG00000019178	1073	880	672	377
ENSRNOG00000019179	158	222	148	104
ENSRNOG00000019180	16106	25782	15007	10243
ENSRNOG00000019181	280	429	13782	5603
ENSRNOG00000019183	886	955	459	299
ENSRNOG00000019184	207	199	143	81
ENSRNOG00000019186	1991	1800	1287	772
ENSRNOG00000019189	4683	6562	2792	2355
ENSRNOG00000019190	7	20	13	3
ENSRNOG00000019193	15	27	3	6
ENSRNOG00000019195	178	192	115	97
ENSRNOG00000019196	515	640	331	266
ENSRNOG00000019201	1656	1695	1056	611
ENSRNOG00000019202	59	113	60	30
ENSRNOG00000019203	21	14	15	12
ENSRNOG00000019205	1372	1576	7107	4968
ENSRNOG00000019208	182	158	55	52
ENSRNOG00000019211	467	500	453	253
ENSRNOG00000019212	5408	5154	4467	2352
ENSRNOG00000019216	4	1	1	0
ENSRNOG00000019217	54	58	161	64
ENSRNOG00000019219	33	30	10	6
ENSRNOG00000019220	1652	1500	995	558
ENSRNOG00000019221	878	1204	620	450
ENSRNOG00000019222	283	297	188	143
ENSRNOG00000019223	19374	20749	11645	7941
ENSRNOG00000019228	306	244	171	109
ENSRNOG00000019229	1162	1223	616	386
ENSRNOG00000019232	2830	2791	8047	5224
ENSRNOG00000019235	1032	1171	557	406
ENSRNOG00000019236	169	124	274	227
ENSRNOG00000019240	1605	1437	1013	563
ENSRNOG00000019243	204	210	305	205
ENSRNOG00000019244	303	353	277	113
ENSRNOG00000019245	661	787	419	307
ENSRNOG00000019246	5747	7297	3581	2600
ENSRNOG00000019247	661	562	408	252
ENSRNOG00000019253	2509	2279	1677	931
ENSRNOG00000019254	150	115	113	51
ENSRNOG00000019257	21	3	8	9
ENSRNOG00000019260	183	177	91	78
ENSRNOG00000019262	286	381	279	173
ENSRNOG00000019264	1381	1412	1132	753
ENSRNOG00000019265	285	382	297	195
ENSRNOG00000019266	854	815	646	367
ENSRNOG00000019268	877	806	546	318
ENSRNOG00000019270	14	10	7	8
ENSRNOG00000019271	4	5	4	7
ENSRNOG00000019272	857	907	524	424
ENSRNOG00000019273	838	820	514	373
ENSRNOG00000019276	1920	1718	1090	702
ENSRNOG00000019277	6544	7526	3953	3025
ENSRNOG00000019278	0	2	1	2
ENSRNOG00000019282	7282	7269	4556	3184
ENSRNOG00000019283	787	1031	653	526
ENSRNOG00000019288	259	339	162	152
ENSRNOG00000019290	153	116	110	72
ENSRNOG00000019293	32	44	38	35
ENSRNOG00000019294	591	553	342	259
ENSRNOG00000019295	179	266	123	94
ENSRNOG00000019296	11	6	53	13
ENSRNOG00000019298	923	1115	616	416
ENSRNOG00000019299	1018	1022	720	474
ENSRNOG00000019302	684	718	354	282
ENSRNOG00000019305	16	12	3	3
ENSRNOG00000019306	37	30	30	15
ENSRNOG00000019308	361	442	225	119
ENSRNOG00000019310	101	153	95	61
ENSRNOG00000019311	647	611	2371	1327
ENSRNOG00000019316	623	738	565	252
ENSRNOG00000019318	45	29	37	22
ENSRNOG00000019319	1333	1229	769	531
ENSRNOG00000019321	0	4	2	0
ENSRNOG00000019322	1186	1182	1003	523
ENSRNOG00000019325	651	643	386	259
ENSRNOG00000019326	1099	1173	607	519
ENSRNOG00000019328	78	170	257	153
ENSRNOG00000019330	133	213	145	72
ENSRNOG00000019332	320	271	218	98
ENSRNOG00000019333	867	814	633	379
ENSRNOG00000019336	8	11	9	8
ENSRNOG00000019339	2	1	1	1
ENSRNOG00000019340	323	354	197	128
ENSRNOG00000019341	279	252	191	139
ENSRNOG00000019342	47516	54312	25716	18030
ENSRNOG00000019349	724	709	1240	860
ENSRNOG00000019352	454	385	363	161
ENSRNOG00000019354	279	233	177	107
ENSRNOG00000019357	380	385	207	132
ENSRNOG00000019358	120	44	37	18
ENSRNOG00000019365	423	469	385	120
ENSRNOG00000019367	56	63	22	28
ENSRNOG00000019368	4	23	10	6
ENSRNOG00000019369	501	497	331	191
ENSRNOG00000019372	38620	27369	17941	9794
ENSRNOG00000019374	1140	1080	807	481
ENSRNOG00000019377	5	4	2	2
ENSRNOG00000019381	591	559	359	262
ENSRNOG00000019382	24	23	18	14
ENSRNOG00000019383	539	575	392	191
ENSRNOG00000019384	317	335	2991	1670
ENSRNOG00000019387	2775	3323	4522	2585
ENSRNOG00000019388	41	67	29	28
ENSRNOG00000019394	385	385	224	152
ENSRNOG00000019400	3531	3320	4114	2439
ENSRNOG00000019403	194	329	170	91
ENSRNOG00000019404	2	1	2	0
ENSRNOG00000019407	944	913	511	329
ENSRNOG00000019412	2041	2113	1409	779
ENSRNOG00000019413	242	229	203	74
ENSRNOG00000019414	16	8	32	17
ENSRNOG00000019416	225	290	139	97
ENSRNOG00000019418	5	4	6	2
ENSRNOG00000019419	340	319	180	131
ENSRNOG00000019422	795	358	329	157
ENSRNOG00000019423	1026	943	1246	899
ENSRNOG00000019424	4342	3621	2516	1411
ENSRNOG00000019425	5518	5175	3616	2237
ENSRNOG00000019426	415	575	403	413
ENSRNOG00000019428	1593	1853	2515	1840
ENSRNOG00000019430	799	770	562	258
ENSRNOG00000019433	109	56	55	42
ENSRNOG00000019434	126	136	86	50
ENSRNOG00000019438	288	297	215	127
ENSRNOG00000019439	706	807	5599	4123
ENSRNOG00000019440	14	15	10	6
ENSRNOG00000019442	164	228	117	74
ENSRNOG00000019445	407	251	265	116
ENSRNOG00000019450	4503	4866	3030	2076
ENSRNOG00000019451	938	839	637	315
ENSRNOG00000019453	2647	4391	2055	1400
ENSRNOG00000019455	472	477	289	207
ENSRNOG00000019456	3654	4393	2288	1595
ENSRNOG00000019458	2942	2585	2217	1357
ENSRNOG00000019459	3758	3561	2483	1474
ENSRNOG00000019461	20	17	21	2
ENSRNOG00000019463	335	386	245	118
ENSRNOG00000019464	161	153	103	68
ENSRNOG00000019465	5378	5625	3336	2362
ENSRNOG00000019466	847	902	674	477
ENSRNOG00000019468	380	345	274	152
ENSRNOG00000019470	37011	21230	13412	9274
ENSRNOG00000019472	18	10	30	37
ENSRNOG00000019473	21	9	6	5
ENSRNOG00000019474	33	38	74	17
ENSRNOG00000019476	129	146	426	329
ENSRNOG00000019478	1117	927	587	328
ENSRNOG00000019481	32269	16398	16334	7162
ENSRNOG00000019482	1	6	7	4
ENSRNOG00000019484	678	769	778	393
ENSRNOG00000019485	563	486	311	208
ENSRNOG00000019486	3	8	5	0
ENSRNOG00000019489	449	502	235	157
ENSRNOG00000019490	2818	2582	6807	3920
ENSRNOG00000019491	13421	12381	7735	5108
ENSRNOG00000019492	102	93	200	123
ENSRNOG00000019494	2267	3015	1881	1237
ENSRNOG00000019496	343	242	160	124
ENSRNOG00000019497	2020	2042	2881	2001
ENSRNOG00000019500	226	2432	979	891
ENSRNOG00000019501	1543	1841	1020	757
ENSRNOG00000019503	24	6	2	3
ENSRNOG00000019504	2	5	1	2
ENSRNOG00000019506	859	924	551	395
ENSRNOG00000019507	3782	4261	2296	1506
ENSRNOG00000019508	249	258	1096	734
ENSRNOG00000019509	123	96	67	32
ENSRNOG00000019510	4	2	1	0
ENSRNOG00000019511	1408	1537	918	562
ENSRNOG00000019518	24	121	40	41
ENSRNOG00000019519	602	747	433	281
ENSRNOG00000019522	685	736	2147	1377
ENSRNOG00000019525	37120	39297	20018	14314
ENSRNOG00000019528	65	75	38	28
ENSRNOG00000019529	644	643	1768	1202
ENSRNOG00000019532	1492	1196	1713	890
ENSRNOG00000019533	10	11	5	5
ENSRNOG00000019534	4769	5153	2876	1847
ENSRNOG00000019536	19	13	12	11
ENSRNOG00000019542	480	536	2529	1564
ENSRNOG00000019544	144	193	86	54
ENSRNOG00000019549	511	506	1638	973
ENSRNOG00000019550	702	764	464	338
ENSRNOG00000019551	983	931	674	401
ENSRNOG00000019552	699	649	444	320
ENSRNOG00000019553	2249	2251	4471	2798
ENSRNOG00000019555	1926	1940	1132	617
ENSRNOG00000019556	245	309	220	124
ENSRNOG00000019559	505	485	376	192
ENSRNOG00000019560	1878	2332	1286	802
ENSRNOG00000019568	700	724	796	345
ENSRNOG00000019570	2	1	3	5
ENSRNOG00000019572	420	509	1217	697
ENSRNOG00000019573	18535	16612	27007	16030
ENSRNOG00000019574	239	276	167	81
ENSRNOG00000019577	11	16	6	11
ENSRNOG00000019578	1438	2498	982	726
ENSRNOG00000019579	447	470	337	209
ENSRNOG00000019582	37	56	39	21
ENSRNOG00000019585	987	1070	600	436
ENSRNOG00000019587	353	281	135	90
ENSRNOG00000019590	433	365	171	131
ENSRNOG00000019596	283	266	155	104
ENSRNOG00000019598	1826	1608	9344	4656
ENSRNOG00000019604	104	126	55	43
ENSRNOG00000019609	1	2	3	1
ENSRNOG00000019612	8	2	1	1
ENSRNOG00000019613	1	3	2	5
ENSRNOG00000019614	23	33	14	9
ENSRNOG00000019616	29	50	37	8
ENSRNOG00000019618	753	787	582	350
ENSRNOG00000019620	167	169	139	61
ENSRNOG00000019622	339	337	230	164
ENSRNOG00000019624	346	304	168	151
ENSRNOG00000019626	73569	78078	56286	29971
ENSRNOG00000019627	6	1	1	2
ENSRNOG00000019629	7868	8387	6859	3938
ENSRNOG00000019630	27383	23965	15357	6737
ENSRNOG00000019634	983	1120	2184	1760
ENSRNOG00000019635	1716	1588	1031	633
ENSRNOG00000019638	3585	3941	2368	1372
ENSRNOG00000019639	2802	2830	16607	9830
ENSRNOG00000019643	44	54	52	35
ENSRNOG00000019645	94	106	163	58
ENSRNOG00000019649	7555	6951	43388	29079
ENSRNOG00000019651	887	855	2200	1272
ENSRNOG00000019653	58	81	24	16
ENSRNOG00000019655	1450	1562	1179	698
ENSRNOG00000019656	2587	2460	1956	1009
ENSRNOG00000019657	2	3	0	1
ENSRNOG00000019659	570	596	305	224
ENSRNOG00000019660	20	8	19	8
ENSRNOG00000019661	34	29	49	18
ENSRNOG00000019662	32	53	37	16
ENSRNOG00000019666	2426	2798	1623	1030
ENSRNOG00000019667	3325	2770	5024	3020
ENSRNOG00000019670	1188	1405	714	604
ENSRNOG00000019671	176	219	1087	350
ENSRNOG00000019674	175	209	137	82
ENSRNOG00000019675	186	191	124	75
ENSRNOG00000019677	39	42	30	10
ENSRNOG00000019680	10508	8880	7661	4089
ENSRNOG00000019681	243	212	133	86
ENSRNOG00000019682	2170	1991	9004	5550
ENSRNOG00000019684	965	855	663	336
ENSRNOG00000019687	32	41	88	55
ENSRNOG00000019688	3699	3898	2573	1666
ENSRNOG00000019689	3368	4151	2833	1615
ENSRNOG00000019692	9	7	8	3
ENSRNOG00000019693	2386	2429	1361	901
ENSRNOG00000019695	15	12	7	6
ENSRNOG00000019697	1020	1068	618	441
ENSRNOG00000019698	73	97	137	54
ENSRNOG00000019700	9784	9203	7798	4388
ENSRNOG00000019701	481	561	312	221
ENSRNOG00000019702	575	598	392	267
ENSRNOG00000019704	100	85	70	40
ENSRNOG00000019708	3412	3243	3855	2062
ENSRNOG00000019710	1503	1481	1048	697
ENSRNOG00000019711	3121	3022	1779	1086
ENSRNOG00000019712	1143	1154	561	396
ENSRNOG00000019713	494	529	510	328
ENSRNOG00000019716	70	97	62	45
ENSRNOG00000019719	4	2	3	0
ENSRNOG00000019721	320	324	297	137
ENSRNOG00000019723	14	17	22	27
ENSRNOG00000019724	12801	11678	8753	4977
ENSRNOG00000019725	1592	1847	973	669
ENSRNOG00000019727	143	194	88	94
ENSRNOG00000019728	1002	1366	839	451
ENSRNOG00000019729	997	1001	646	389
ENSRNOG00000019730	234	216	296	139
ENSRNOG00000019734	2159	1766	1272	795
ENSRNOG00000019735	178	204	109	65
ENSRNOG00000019737	78	109	376	196
ENSRNOG00000019740	35	53	31	16
ENSRNOG00000019741	817	832	584	395
ENSRNOG00000019742	10446	14344	9191	5694
ENSRNOG00000019743	2971	2711	1988	1268
ENSRNOG00000019744	76	84	47	69
ENSRNOG00000019746	1971	2112	1090	803
ENSRNOG00000019749	486	550	311	249
ENSRNOG00000019751	7	2	3	3
ENSRNOG00000019752	1645	1316	1084	626
ENSRNOG00000019754	335	365	744	696
ENSRNOG00000019758	417	395	289	166
ENSRNOG00000019760	619	554	351	232
ENSRNOG00000019763	4	2	3	1
ENSRNOG00000019766	604	758	464	276
ENSRNOG00000019768	9079	8969	5376	3578
ENSRNOG00000019770	8	6	4	6
ENSRNOG00000019772	4112	3762	2293	1441
ENSRNOG00000019773	55	82	58	37
ENSRNOG00000019776	258	222	466	350
ENSRNOG00000019778	830	921	1825	840
ENSRNOG00000019779	11	15	8	8
ENSRNOG00000019785	119	75	57	42
ENSRNOG00000019791	157	151	246	183
ENSRNOG00000019798	803	804	507	342
ENSRNOG00000019799	682	677	537	302
ENSRNOG00000019802	30	42	37	40
ENSRNOG00000019804	296	285	219	112
ENSRNOG00000019807	168	182	123	68
ENSRNOG00000019810	153	187	775	371
ENSRNOG00000019811	3143	3095	1958	1350
ENSRNOG00000019812	548	450	1273	652
ENSRNOG00000019813	1281	1216	843	495
ENSRNOG00000019817	480	524	334	202
ENSRNOG00000019819	623	570	323	190
ENSRNOG00000019822	127	219	271	106
ENSRNOG00000019824	801	814	750	384
ENSRNOG00000019825	86	80	54	37
ENSRNOG00000019826	2992	2756	1785	1174
ENSRNOG00000019830	7	7	5	3
ENSRNOG00000019831	296	264	214	121
ENSRNOG00000019832	261	270	128	80
ENSRNOG00000019834	33993	42931	29390	24050
ENSRNOG00000019838	820	1100	573	411
ENSRNOG00000019840	907	920	3053	2383
ENSRNOG00000019843	115	127	108	68
ENSRNOG00000019850	5	3	28	23
ENSRNOG00000019854	371	419	271	125
ENSRNOG00000019857	2	6	3	2
ENSRNOG00000019858	5	3	1	0
ENSRNOG00000019859	911	1099	1067	442
ENSRNOG00000019861	1431	1391	925	636
ENSRNOG00000019868	5119	5780	2950	2238
ENSRNOG00000019869	9	3	14	11
ENSRNOG00000019873	372	362	208	126
ENSRNOG00000019875	5427	5987	3066	2526
ENSRNOG00000019883	307	304	145	101
ENSRNOG00000019884	35	29	21	12
ENSRNOG00000019885	460	497	331	206
ENSRNOG00000019890	335	389	304	184
ENSRNOG00000019891	2114	2202	1293	806
ENSRNOG00000019892	783	985	568	396
ENSRNOG00000019895	3076	3975	1758	1410
ENSRNOG00000019900	437	367	1199	598
ENSRNOG00000019907	126	115	389	165
ENSRNOG00000019908	1891	1860	1239	798
ENSRNOG00000019913	1922	2054	2219	1631
ENSRNOG00000019915	641	598	370	223
ENSRNOG00000019918	2936	2763	2710	1675
ENSRNOG00000019922	789	775	447	263
ENSRNOG00000019924	842	1005	671	443
ENSRNOG00000019926	237	248	207	104
ENSRNOG00000019930	447	399	288	193
ENSRNOG00000019931	32	44	53	22
ENSRNOG00000019932	1179	1082	764	455
ENSRNOG00000019933	810	790	1236	788
ENSRNOG00000019934	1236	1368	803	630
ENSRNOG00000019935	523	406	245	124
ENSRNOG00000019936	85	85	58	51
ENSRNOG00000019937	3	8	3	2
ENSRNOG00000019940	2942	2691	5080	3498
ENSRNOG00000019943	43	51	29	14
ENSRNOG00000019946	2521	2198	1415	897
ENSRNOG00000019948	518	710	372	292
ENSRNOG00000019949	841	807	567	292
ENSRNOG00000019950	105	63	95	70
ENSRNOG00000019953	590	685	780	525
ENSRNOG00000019955	64	57	30	13
ENSRNOG00000019956	1583	1564	837	585
ENSRNOG00000019957	598	789	628	305
ENSRNOG00000019960	391	387	246	190
ENSRNOG00000019962	574	513	625	410
ENSRNOG00000019964	409	451	272	150
ENSRNOG00000019965	136	153	85	65
ENSRNOG00000019968	329	315	262	145
ENSRNOG00000019970	1119	1215	686	539
ENSRNOG00000019971	575	561	335	222
ENSRNOG00000019973	465	638	362	258
ENSRNOG00000019974	7048	9083	5679	3375
ENSRNOG00000019975	2933	3284	1639	1275
ENSRNOG00000019976	60	66	183	149
ENSRNOG00000019977	5600	4415	3565	1975
ENSRNOG00000019978	773	810	476	399
ENSRNOG00000019979	126	128	102	50
ENSRNOG00000019980	811	1005	735	510
ENSRNOG00000019981	6004	5451	4438	2712
ENSRNOG00000019982	4991	3921	9842	6179
ENSRNOG00000019983	1582	1810	1074	823
ENSRNOG00000019985	1	2	1	1
ENSRNOG00000019986	237	231	147	94
ENSRNOG00000019987	1376	1050	2396	1142
ENSRNOG00000019990	559	536	342	197
ENSRNOG00000019992	52	57	55	28
ENSRNOG00000019995	249	262	197	120
ENSRNOG00000019996	8346	8899	6199	4371
ENSRNOG00000019999	2	0	2	1
ENSRNOG00000020000	234	204	173	108
ENSRNOG00000020004	354	514	229	156
ENSRNOG00000020005	1878	1737	1122	763
ENSRNOG00000020006	266	259	481	293
ENSRNOG00000020010	33	56	25	25
ENSRNOG00000020013	4	3	4	0
ENSRNOG00000020014	336	325	165	112
ENSRNOG00000020016	577	541	377	276
ENSRNOG00000020020	1380	1117	1088	581
ENSRNOG00000020022	104	108	126	99
ENSRNOG00000020024	473	529	286	234
ENSRNOG00000020027	636	667	457	249
ENSRNOG00000020028	10	34	9	5
ENSRNOG00000020029	187	176	159	68
ENSRNOG00000020032	123	123	81	39
ENSRNOG00000020035	35835	27878	21902	14174
ENSRNOG00000020038	172	154	155	83
ENSRNOG00000020039	3	2	0	0
ENSRNOG00000020044	498	547	297	201
ENSRNOG00000020047	595	775	651	428
ENSRNOG00000020049	413	516	1535	979
ENSRNOG00000020054	26	41	15	17
ENSRNOG00000020056	1326	1026	847	443
ENSRNOG00000020058	22	20	21	16
ENSRNOG00000020059	22	23	15	12
ENSRNOG00000020060	2027	1420	2844	1731
ENSRNOG00000020062	11	9	3	5
ENSRNOG00000020063	684	857	507	305
ENSRNOG00000020066	0	9	7	4
ENSRNOG00000020067	169	132	111	65
ENSRNOG00000020068	1287	1287	622	431
ENSRNOG00000020072	9	4	9	0
ENSRNOG00000020073	7	20	28	18
ENSRNOG00000020075	1642	2380	972	687
ENSRNOG00000020076	447	516	258	198
ENSRNOG00000020078	42	61	43	22
ENSRNOG00000020081	15265	13595	7958	5033
ENSRNOG00000020083	3286	2769	1293	1007
ENSRNOG00000020084	12	12	12	4
ENSRNOG00000020086	1014	1013	587	364
ENSRNOG00000020087	28	35	24	16
ENSRNOG00000020088	206	164	112	73
ENSRNOG00000020095	5	4	3	1
ENSRNOG00000020102	1385	1374	829	550
ENSRNOG00000020107	248	222	120	96
ENSRNOG00000020113	274	261	243	134
ENSRNOG00000020115	469	500	290	190
ENSRNOG00000020117	63	42	41	21
ENSRNOG00000020118	1	5	2	1
ENSRNOG00000020119	9	6	10	9
ENSRNOG00000020124	8	5	7	2
ENSRNOG00000020125	36	53	31	11
ENSRNOG00000020129	103	81	71	27
ENSRNOG00000020130	1319	1337	766	510
ENSRNOG00000020132	11	19	14	8
ENSRNOG00000020134	4885	4709	2608	1608
ENSRNOG00000020136	52	173	183	68
ENSRNOG00000020139	553	767	1231	955
ENSRNOG00000020140	122	118	81	47
ENSRNOG00000020144	1280	1201	789	430
ENSRNOG00000020148	11	8	9	5
ENSRNOG00000020150	552	720	441	285
ENSRNOG00000020151	11867	11476	9385	5179
ENSRNOG00000020153	302	313	699	529
ENSRNOG00000020155	621	627	334	296
ENSRNOG00000020159	471	424	319	196
ENSRNOG00000020161	812	815	715	309
ENSRNOG00000020164	7	15	6	5
ENSRNOG00000020165	84	105	151	96
ENSRNOG00000020167	2460	2410	1702	912
ENSRNOG00000020169	167	211	107	89
ENSRNOG00000020173	827	973	711	423
ENSRNOG00000020175	644	564	379	269
ENSRNOG00000020178	5171	5014	2803	1764
ENSRNOG00000020179	2852	3567	1688	1323
ENSRNOG00000020182	6244	7721	4226	2459
ENSRNOG00000020185	4099	3274	1776	1361
ENSRNOG00000020188	19	23	8	5
ENSRNOG00000020189	285	325	184	124
ENSRNOG00000020191	1562	1489	997	538
ENSRNOG00000020193	6	12	12	3
ENSRNOG00000020194	1698	1549	771	621
ENSRNOG00000020199	20	13	8	2
ENSRNOG00000020201	2183	1884	1246	885
ENSRNOG00000020202	1487	1486	747	599
ENSRNOG00000020204	348	419	253	238
ENSRNOG00000020205	1741	1665	1413	693
ENSRNOG00000020206	10148	11741	8099	4719
ENSRNOG00000020213	731	779	1199	722
ENSRNOG00000020216	1224	1250	2458	1999
ENSRNOG00000020217	117	161	87	43
ENSRNOG00000020225	294	330	225	141
ENSRNOG00000020229	162	155	98	64
ENSRNOG00000020230	728	732	427	259
ENSRNOG00000020232	357	462	949	616
ENSRNOG00000020233	3039	2887	2161	1135
ENSRNOG00000020235	7087	6314	4308	2539
ENSRNOG00000020238	66	52	28	14
ENSRNOG00000020239	139	119	194	124
ENSRNOG00000020244	6	5	1	1
ENSRNOG00000020246	1081	1137	1332	944
ENSRNOG00000020249	12	11	3	3
ENSRNOG00000020250	285	360	198	157
ENSRNOG00000020254	91	81	88	68
ENSRNOG00000020255	2594	3252	1827	1288
ENSRNOG00000020259	669	523	393	246
ENSRNOG00000020261	250	221	188	101
ENSRNOG00000020263	15	14	12	3
ENSRNOG00000020264	1532	1704	1043	603
ENSRNOG00000020266	10171	20632	7968	5071
ENSRNOG00000020269	217	283	112	95
ENSRNOG00000020271	949	1169	817	526
ENSRNOG00000020272	180	83	101	65
ENSRNOG00000020274	285	247	125	79
ENSRNOG00000020275	12	6	4	14
ENSRNOG00000020276	2	9	1	0
ENSRNOG00000020277	12	12	56	22
ENSRNOG00000020279	32	47	29	16
ENSRNOG00000020280	142	126	194	126
ENSRNOG00000020281	313	408	595	202
ENSRNOG00000020284	1365	2054	1196	988
ENSRNOG00000020288	8576	10092	43345	27419
ENSRNOG00000020289	531	475	305	190
ENSRNOG00000020296	762	809	533	409
ENSRNOG00000020297	691	635	364	282
ENSRNOG00000020298	764	783	1851	1073
ENSRNOG00000020299	251	220	159	67
ENSRNOG00000020300	290	383	195	141
ENSRNOG00000020302	78	97	52	39
ENSRNOG00000020304	2369	2599	3641	2452
ENSRNOG00000020308	11112	10835	7842	3582
ENSRNOG00000020309	286	194	184	96
ENSRNOG00000020310	5	2	9	2
ENSRNOG00000020315	327	310	207	153
ENSRNOG00000020317	1521	1689	1110	694
ENSRNOG00000020318	346	310	236	151
ENSRNOG00000020321	356	396	473	254
ENSRNOG00000020322	10	10	8	2
ENSRNOG00000020325	78	65	45	26
ENSRNOG00000020330	94	106	59	43
ENSRNOG00000020333	1005	1085	673	473
ENSRNOG00000020336	386	426	244	155
ENSRNOG00000020337	10	2	3	1
ENSRNOG00000020338	12	16	6	5
ENSRNOG00000020340	712	870	439	335
ENSRNOG00000020342	150	103	86	46
ENSRNOG00000020344	384	374	230	165
ENSRNOG00000020345	641	625	3440	1700
ENSRNOG00000020347	4492	5096	26661	16316
ENSRNOG00000020349	225	233	190	117
ENSRNOG00000020350	228	207	128	89
ENSRNOG00000020351	1172	1382	743	573
ENSRNOG00000020353	636	685	421	248
ENSRNOG00000020354	1666	1748	1135	704
ENSRNOG00000020355	1	5	3	0
ENSRNOG00000020356	85	92	49	30
ENSRNOG00000020357	291	243	219	143
ENSRNOG00000020358	2203	2104	1379	842
ENSRNOG00000020360	1521	1444	1001	711
ENSRNOG00000020361	1491	1513	903	741
ENSRNOG00000020363	765	855	1121	523
ENSRNOG00000020368	50	43	35	20
ENSRNOG00000020369	18	14	20	8
ENSRNOG00000020371	290	249	673	455
ENSRNOG00000020372	189	179	90	64
ENSRNOG00000020373	2125	2355	1163	892
ENSRNOG00000020374	39	20	26	13
ENSRNOG00000020376	693	761	405	247
ENSRNOG00000020377	7039	6217	3739	2480
ENSRNOG00000020379	1875	1847	1169	746
ENSRNOG00000020383	1269	1206	2167	1370
ENSRNOG00000020384	102	110	72	42
ENSRNOG00000020385	298	263	197	96
ENSRNOG00000020386	1603	2227	1236	857
ENSRNOG00000020388	794	750	499	299
ENSRNOG00000020389	8	12	5	8
ENSRNOG00000020390	311	251	169	122
ENSRNOG00000020391	429	604	325	228
ENSRNOG00000020392	2187	2053	2240	1546
ENSRNOG00000020393	760	910	1845	1050
ENSRNOG00000020394	1368	1509	3615	2332
ENSRNOG00000020400	4	5	5	5
ENSRNOG00000020401	258	316	207	123
ENSRNOG00000020411	1418	1619	906	658
ENSRNOG00000020412	3642	4044	1891	1446
ENSRNOG00000020416	19	14	14	6
ENSRNOG00000020417	442	431	1145	597
ENSRNOG00000020420	21348	11194	11369	6646
ENSRNOG00000020421	3	1	4	0
ENSRNOG00000020423	882	790	535	358
ENSRNOG00000020424	62	36	33	24
ENSRNOG00000020425	1193	1012	2615	1652
ENSRNOG00000020426	617	734	513	232
ENSRNOG00000020427	783	812	534	327
ENSRNOG00000020430	3168	3158	1557	1147
ENSRNOG00000020431	30	47	24	20
ENSRNOG00000020433	10525	9456	8144	4282
ENSRNOG00000020434	3	14	4	1
ENSRNOG00000020435	378	471	260	176
ENSRNOG00000020438	1011	1377	690	479
ENSRNOG00000020440	34902	40571	19179	16310
ENSRNOG00000020441	9	22	11	4
ENSRNOG00000020442	4555	5200	3249	2067
ENSRNOG00000020444	10	8	4	4
ENSRNOG00000020450	105	145	84	47
ENSRNOG00000020451	32924	29069	21022	12239
ENSRNOG00000020455	3	9	7	3
ENSRNOG00000020456	2416	2167	1338	1029
ENSRNOG00000020457	240	252	185	100
ENSRNOG00000020460	2315	2546	1356	914
ENSRNOG00000020463	457	591	297	232
ENSRNOG00000020464	839	786	3917	2315
ENSRNOG00000020465	304	486	226	154
ENSRNOG00000020466	683	543	413	233
ENSRNOG00000020467	3502	1472	1370	678
ENSRNOG00000020468	2118	2051	1030	912
ENSRNOG00000020470	289	426	181	133
ENSRNOG00000020474	819	784	580	363
ENSRNOG00000020475	1345	1409	737	505
ENSRNOG00000020478	10	12	17	6
ENSRNOG00000020479	1216	1335	722	629
ENSRNOG00000020480	19571	26885	12362	10623
ENSRNOG00000020481	114	128	80	38
ENSRNOG00000020482	37	21	93	49
ENSRNOG00000020484	19	3	3	1
ENSRNOG00000020485	145	192	105	86
ENSRNOG00000020486	145	150	97	56
ENSRNOG00000020487	633	602	417	254
ENSRNOG00000020488	603	769	376	259
ENSRNOG00000020495	1996	2512	2410	1574
ENSRNOG00000020497	303	339	169	140
ENSRNOG00000020500	2412	2341	1435	974
ENSRNOG00000020501	431	442	375	280
ENSRNOG00000020503	83	49	25	27
ENSRNOG00000020505	152	144	118	74
ENSRNOG00000020506	2177	1907	1168	658
ENSRNOG00000020513	855	806	487	349
ENSRNOG00000020514	229	195	111	69
ENSRNOG00000020517	150	151	316	211
ENSRNOG00000020518	11	2	30	26
ENSRNOG00000020525	26	25	17	11
ENSRNOG00000020526	649	665	442	227
ENSRNOG00000020527	877	855	2513	1752
ENSRNOG00000020531	187	164	106	71
ENSRNOG00000020532	20	32	22	20
ENSRNOG00000020533	4797	4641	3676	2123
ENSRNOG00000020539	42	60	36	23
ENSRNOG00000020541	198	157	143	66
ENSRNOG00000020542	1713	1528	1254	883
ENSRNOG00000020543	947	981	1628	1124
ENSRNOG00000020544	143	147	91	48
ENSRNOG00000020546	364	346	350	320
ENSRNOG00000020551	569	460	337	209
ENSRNOG00000020554	583	478	352	204
ENSRNOG00000020557	17	43	46	11
ENSRNOG00000020560	186	275	181	131
ENSRNOG00000020562	11745	11106	35822	21963
ENSRNOG00000020563	31	53	144	60
ENSRNOG00000020567	910	867	566	362
ENSRNOG00000020571	233	195	444	317
ENSRNOG00000020573	2269	1698	2007	1260
ENSRNOG00000020577	210	217	169	94
ENSRNOG00000020578	5812	6152	12061	7446
