BN_336	BN_337	BN_338	BN_339
ENSRNOG00000050790	711	788	911	719
ENSRNOG00000050792	4	7	6	9
ENSRNOG00000050794	27	36	51	29
ENSRNOG00000050796	72	93	69	80
ENSRNOG00000050806	856	844	1064	944
ENSRNOG00000050819	149	202	299	127
ENSRNOG00000050828	3493	3687	4627	3285
ENSRNOG00000050834	222	312	766	462
ENSRNOG00000050841	131	77	134	121
ENSRNOG00000050843	5323	5113	14881	14978
ENSRNOG00000050849	63	76	289	204
ENSRNOG00000050857	154	105	233	149
ENSRNOG00000050859	0	12	14	6
ENSRNOG00000050860	40259	39526	104496	101642
ENSRNOG00000050869	190	331	324	267
ENSRNOG00000050889	19	37	61	45
ENSRNOG00000050898	16	39	82	28
ENSRNOG00000050932	309	357	306	323
ENSRNOG00000050933	2583	3936	3473	2387
ENSRNOG00000050944	8	5	11	8
ENSRNOG00000050946	147	165	220	158
ENSRNOG00000050949	1624	1294	2137	1556
ENSRNOG00000050960	319	358	404	422
ENSRNOG00000050964	17	38	53	40
ENSRNOG00000050968	20	23	28	17
ENSRNOG00000050979	6	12	36	27
ENSRNOG00000050981	70	74	102	72
ENSRNOG00000050997	1618	2116	3095	2183
ENSRNOG00000051006	62	75	68	58
ENSRNOG00000051023	5	4	7	5
ENSRNOG00000051056	249	326	445	283
ENSRNOG00000051061	1498	1647	2031	1738
ENSRNOG00000051069	541	444	1280	677
ENSRNOG00000051078	16	19	16	14
ENSRNOG00000051120	3	6	12	4
ENSRNOG00000051150	6	8	81	29
ENSRNOG00000051151	1636	1823	3516	3641
ENSRNOG00000051152	200	155	259	180
ENSRNOG00000051158	250	331	561	889
ENSRNOG00000051169	148	49	281	214
ENSRNOG00000051170	8291	8399	13038	11058
ENSRNOG00000051196	1158	1276	1562	1430
ENSRNOG00000051204	578	796	1282	994
ENSRNOG00000051232	10011	8735	11346	8872
ENSRNOG00000051235	51	63	115	53
ENSRNOG00000051256	1370	1035	2382	2002
ENSRNOG00000051291	160	127	364	213
ENSRNOG00000051372	1	5	2	4
ENSRNOG00000051377	464	432	1466	1202
ENSRNOG00000051382	272	320	402	325
ENSRNOG00000051383	59	93	332	199
ENSRNOG00000051408	5758	5755	6637	6471
ENSRNOG00000051420	391	644	868	586
ENSRNOG00000051440	1078	750	9280	6807
ENSRNOG00000051442	143	206	764	694
ENSRNOG00000051450	392	454	2761	2353
ENSRNOG00000051458	69	91	264	102
ENSRNOG00000051470	90	55	69	43
ENSRNOG00000051480	1933	1635	2147	2096
ENSRNOG00000051482	404	413	393	327
ENSRNOG00000051483	263	365	384	251
ENSRNOG00000051487	79	87	393	244
ENSRNOG00000051490	1454	1659	7676	7071
ENSRNOG00000051496	3	2	0	2
ENSRNOG00000051498	1784	1872	2149	2054
ENSRNOG00000051499	404	584	1554	1220
ENSRNOG00000051507	23	27	30	24
ENSRNOG00000051510	7	8	5	3
ENSRNOG00000051531	188	200	481	540
ENSRNOG00000051536	8	30	463	106
ENSRNOG00000051548	94	62	90	86
ENSRNOG00000051563	210	222	260	258
ENSRNOG00000051564	446	394	605	480
ENSRNOG00000051578	130	198	169	169
ENSRNOG00000051592	752	711	783	668
ENSRNOG00000051606	538	417	482	455
ENSRNOG00000051615	2880	3243	2896	2519
ENSRNOG00000051619	6	23	31	19
ENSRNOG00000051620	470	502	874	637
ENSRNOG00000051623	288	266	238	260
ENSRNOG00000051624	2734	2684	1573	2098
ENSRNOG00000051650	4166	4654	4941	3984
ENSRNOG00000051653	4	23	20	17
ENSRNOG00000051669	256	297	209	230
ENSRNOG00000051671	3180	3370	4687	4461
ENSRNOG00000051680	1021	916	1115	1003
ENSRNOG00000051682	657	688	702	700
ENSRNOG00000051684	75	94	146	94
ENSRNOG00000051688	3	2	8	8
ENSRNOG00000051690	120	149	298	183
ENSRNOG00000051699	536	629	1156	853
ENSRNOG00000051704	10	7	17	9
ENSRNOG00000051706	1407	1855	2162	1933
ENSRNOG00000051711	1839	1924	2648	2080
ENSRNOG00000051719	55	91	205	142
ENSRNOG00000051720	2578	2758	13020	12058
ENSRNOG00000051748	1	4	6	2
ENSRNOG00000051756	382	390	472	467
ENSRNOG00000051758	25	46	65	31
ENSRNOG00000051792	509	571	583	503
ENSRNOG00000051813	18	22	26	27
ENSRNOG00000051816	77	120	82	113
ENSRNOG00000051819	1100	1135	1614	1243
ENSRNOG00000051823	44	79	56	71
ENSRNOG00000051837	35	23	104	107
ENSRNOG00000051838	98	119	153	102
ENSRNOG00000051848	362	253	757	492
ENSRNOG00000051854	2388	2239	2853	2252
ENSRNOG00000051867	436	381	381	446
ENSRNOG00000051868	122	165	180	191
ENSRNOG00000051889	3923	3737	5912	5380
ENSRNOG00000051891	536	651	1529	945
ENSRNOG00000051905	360	283	286	257
ENSRNOG00000051912	1994	1064	1385	1244
ENSRNOG00000051915	6	13	26	11
ENSRNOG00000051922	1348	1654	1562	1374
ENSRNOG00000051948	1882	2406	2844	2507
ENSRNOG00000051952	365	482	509	386
ENSRNOG00000051960	785	929	926	845
ENSRNOG00000051964	43	42	43	26
ENSRNOG00000051965	1654	1764	2593	2007
ENSRNOG00000051970	16	14	31	25
ENSRNOG00000051977	639	735	1909	1559
ENSRNOG00000051986	273	336	399	377
ENSRNOG00000051993	47	60	98	62
ENSRNOG00000052003	80	64	100	83
ENSRNOG00000052004	448	501	478	417
ENSRNOG00000052025	1654	2181	2986	1990
ENSRNOG00000052038	152	181	197	139
ENSRNOG00000052047	2	0	2	1
ENSRNOG00000052062	5143	4280	7215	5385
ENSRNOG00000052064	99	112	300	229
ENSRNOG00000052070	827	1280	1576	1238
ENSRNOG00000052080	9	48	50	23
ENSRNOG00000052087	781	970	2146	1405
ENSRNOG00000052100	0	4	1	1
ENSRNOG00000052111	498	584	722	583
ENSRNOG00000052113	352	461	821	559
ENSRNOG00000052116	1436	1485	1998	1623
ENSRNOG00000052129	4	3	4	4
ENSRNOG00000052134	167	194	423	416
ENSRNOG00000052140	192	212	180	164
ENSRNOG00000052141	1051	1173	1121	835
ENSRNOG00000052142	391	375	589	544
ENSRNOG00000052157	1122	863	2036	1286
ENSRNOG00000052167	360	412	3036	2422
ENSRNOG00000052173	5	0	7	2
ENSRNOG00000052204	1197	1186	4618	3290
ENSRNOG00000052219	6747	6792	11679	7224
ENSRNOG00000052226	1204	1256	1260	1085
ENSRNOG00000052232	21	23	39	22
ENSRNOG00000052247	1221	1135	2173	1397
ENSRNOG00000052256	5	20	38	25
ENSRNOG00000052273	321	346	1415	1237
ENSRNOG00000052275	1901	2224	2380	1786
ENSRNOG00000052279	377	444	340	291
ENSRNOG00000052289	1022	1052	1421	1113
ENSRNOG00000052296	616	623	1838	1055
ENSRNOG00000052298	71	145	691	619
ENSRNOG00000052305	493	504	598	582
ENSRNOG00000052343	1969	2388	2460	2142
ENSRNOG00000052354	326	385	641	554
ENSRNOG00000052357	111	131	1749	1044
ENSRNOG00000052386	504	544	642	554
ENSRNOG00000052391	4343	3604	6311	4200
ENSRNOG00000052393	719	964	2283	1706
ENSRNOG00000052405	1	5	8	1
ENSRNOG00000052406	130	159	889	751
ENSRNOG00000052407	112	133	1891	1380
ENSRNOG00000052415	4007	4317	4415	3579
ENSRNOG00000052418	1416	1547	1427	1380
ENSRNOG00000052424	2997	3200	7409	4984
ENSRNOG00000052429	531	639	618	603
ENSRNOG00000052444	601	685	563	497
ENSRNOG00000052445	1068	993	1302	1103
ENSRNOG00000052467	29	20	173	106
ENSRNOG00000052469	938	1013	1356	1103
ENSRNOG00000052477	937	1240	9172	6922
ENSRNOG00000052498	4104	3403	6411	5034
ENSRNOG00000052499	326	308	428	355
ENSRNOG00000052506	2825	3003	4351	3350
ENSRNOG00000052513	4529	4629	5827	5419
ENSRNOG00000052519	15	27	14	20
ENSRNOG00000052539	227	235	362	254
ENSRNOG00000052564	152	202	334	157
ENSRNOG00000052572	214	131	212	164
ENSRNOG00000052574	482	585	677	599
ENSRNOG00000052583	2072	2200	3744	3142
ENSRNOG00000052594	79	128	209	92
ENSRNOG00000052604	12038	11929	15023	12488
ENSRNOG00000052620	6920	8460	10601	7410
ENSRNOG00000052637	87	86	181	145
ENSRNOG00000052664	7203	6917	8664	7191
ENSRNOG00000052665	1528	1169	3708	2155
ENSRNOG00000052668	55	28	45	35
ENSRNOG00000052687	547	460	1368	890
ENSRNOG00000052688	10	11	12	9
ENSRNOG00000052701	120	141	315	209
ENSRNOG00000052704	1088	1273	1669	1471
ENSRNOG00000052707	49	27	44	33
ENSRNOG00000052721	3089	2468	14413	10931
ENSRNOG00000052730	1933	2508	2415	2151
ENSRNOG00000052745	5475	5435	8795	5924
ENSRNOG00000052758	1704	1490	2613	1838
ENSRNOG00000052775	871	864	942	853
ENSRNOG00000052787	799	822	840	766
ENSRNOG00000052795	156	179	309	219
ENSRNOG00000052802	1724	2415	2718	1922
ENSRNOG00000052803	33	41	67	40
ENSRNOG00000052810	28121	12596	12599	11597
ENSRNOG00000052814	3949	3934	6427	4679
ENSRNOG00000052818	47	48	27	70
ENSRNOG00000052840	525	378	788	634
ENSRNOG00000052845	23	21	40	31
ENSRNOG00000052869	63	71	175	161
ENSRNOG00000052873	205	116	538	362
ENSRNOG00000052880	15	28	50	25
ENSRNOG00000052894	994	1159	1525	1365
ENSRNOG00000052934	697	714	858	701
ENSRNOG00000052952	100	83	146	120
ENSRNOG00000052954	10	3	5	9
ENSRNOG00000052955	33	32	62	30
ENSRNOG00000052959	330	327	422	362
ENSRNOG00000052963	1327	1548	1694	1469
ENSRNOG00000052968	1858	1551	2181	1753
ENSRNOG00000052979	1414	1703	2194	1753
ENSRNOG00000052981	284	293	334	237
ENSRNOG00000052990	209	338	700	547
ENSRNOG00000053023	503	545	617	486
ENSRNOG00000053025	244	346	1868	1358
ENSRNOG00000053026	93	140	182	111
ENSRNOG00000053036	59	34	115	79
ENSRNOG00000053047	1101	1751	2066	1251
ENSRNOG00000053054	129	119	149	135
ENSRNOG00000053060	1806	1590	2545	2081
ENSRNOG00000053061	909	1057	967	865
ENSRNOG00000053079	12	18	160	92
ENSRNOG00000053084	113	153	155	106
ENSRNOG00000053086	63440	73499	96953	64377
ENSRNOG00000053145	1265	1341	2011	1335
ENSRNOG00000053172	2739	3096	3825	2682
ENSRNOG00000053196	693	787	927	678
ENSRNOG00000053200	1670	1431	2122	1454
ENSRNOG00000053201	1330	1123	1663	1177
ENSRNOG00000053203	1159	1076	2945	1808
ENSRNOG00000053205	1924	1851	14988	12689
ENSRNOG00000053210	6193	6231	11536	8477
ENSRNOG00000053228	22	5	25	12
ENSRNOG00000053230	222	200	203	214
ENSRNOG00000053232	95	65	163	86
ENSRNOG00000053234	391	370	649	427
ENSRNOG00000053239	105	143	143	113
ENSRNOG00000053240	249	229	520	395
ENSRNOG00000053244	7794	8645	16604	13730
ENSRNOG00000053247	190	147	294	163
ENSRNOG00000053260	217	260	335	241
ENSRNOG00000053269	227	225	290	254
ENSRNOG00000053272	41	59	82	64
ENSRNOG00000053285	153	193	628	328
ENSRNOG00000053288	782	731	1734	974
ENSRNOG00000053301	27	2	21	8
ENSRNOG00000053306	491	508	583	553
ENSRNOG00000053309	86	130	163	158
ENSRNOG00000053317	22	35	60	25
ENSRNOG00000053321	35	22	269	140
ENSRNOG00000053327	4	19	1	6
ENSRNOG00000053337	61	43	65	59
ENSRNOG00000053339	980	805	1532	1129
ENSRNOG00000053347	603	569	15631	11996
ENSRNOG00000053362	4386	5029	7014	4922
ENSRNOG00000053366	29	40	22	29
ENSRNOG00000053370	453	456	1438	1049
ENSRNOG00000053384	51	83	137	94
ENSRNOG00000053387	5	9	13	15
ENSRNOG00000053400	32938	36614	45887	44226
ENSRNOG00000053405	715	777	901	835
ENSRNOG00000053406	2254	2172	2435	2210
ENSRNOG00000053409	6	8	7	24
ENSRNOG00000053410	305	362	825	359
ENSRNOG00000053428	2404	2209	3196	2389
ENSRNOG00000053439	32	55	297	421
ENSRNOG00000053448	180	266	695	386
ENSRNOG00000053450	1008	1470	2795	1720
ENSRNOG00000053452	5459	7141	15500	12887
ENSRNOG00000053456	709	863	791	581
ENSRNOG00000053460	349	317	481	358
ENSRNOG00000053468	1505	1929	1948	1519
ENSRNOG00000053469	86	121	211	110
ENSRNOG00000053487	3	3	37	33
ENSRNOG00000053494	3	2	4	5
ENSRNOG00000053498	2434	2528	2599	2192
ENSRNOG00000053502	172	209	483	267
ENSRNOG00000053510	503	504	766	628
ENSRNOG00000053518	1515	1631	2139	1988
ENSRNOG00000053527	33	35	363	129
ENSRNOG00000053550	3511	3381	5603	4124
ENSRNOG00000053560	698	773	1117	934
ENSRNOG00000053574	530	460	1259	1060
ENSRNOG00000053577	260	291	549	366
ENSRNOG00000053583	544	776	6446	3202
ENSRNOG00000053599	1006	998	1510	1226
ENSRNOG00000053607	76	117	148	107
ENSRNOG00000053615	1183	1397	1309	1179
ENSRNOG00000053635	275	311	1101	985
ENSRNOG00000053640	3	1	12	6
ENSRNOG00000053659	1694	1813	1670	1692
ENSRNOG00000053675	37	25	488	316
ENSRNOG00000053680	2401	2000	3938	2777
ENSRNOG00000053687	3	1	2	4
ENSRNOG00000053691	178	221	362	269
ENSRNOG00000053699	135	115	189	101
ENSRNOG00000053706	273	335	460	349
ENSRNOG00000053725	1478	1433	1977	1379
ENSRNOG00000053729	172	272	382	245
ENSRNOG00000053735	36	43	52	35
ENSRNOG00000053766	9	5	5	4
ENSRNOG00000053769	985	1147	1424	1247
ENSRNOG00000053772	1	1	5	6
ENSRNOG00000053787	2427	1677	2704	1887
ENSRNOG00000053790	228	291	289	249
ENSRNOG00000053811	93	84	83	94
ENSRNOG00000053813	442	475	553	492
ENSRNOG00000053814	1233	1337	1710	1518
ENSRNOG00000053820	117	87	124	141
ENSRNOG00000053828	535	661	793	773
ENSRNOG00000053845	98	121	540	227
ENSRNOG00000053850	1373	1456	1747	1467
ENSRNOG00000053859	636	784	841	812
ENSRNOG00000053869	141	194	240	146
ENSRNOG00000053881	543	605	4435	2902
ENSRNOG00000053889	7	9	12	6
ENSRNOG00000053891	843	945	678	724
ENSRNOG00000053899	0	3	16	2
ENSRNOG00000053915	79	62	74	95
ENSRNOG00000053923	970	1247	1203	1073
ENSRNOG00000053932	4095	4296	5608	4666
ENSRNOG00000053943	1085	1359	1342	1255
ENSRNOG00000053945	76	71	261	252
ENSRNOG00000053956	1	4	6	3
ENSRNOG00000053961	140	170	275	212
ENSRNOG00000053979	46	66	194	144
ENSRNOG00000053991	914	840	1234	1007
ENSRNOG00000054008	259	303	640	438
ENSRNOG00000054011	1295	1234	1547	1378
ENSRNOG00000054013	714	808	1354	1101
ENSRNOG00000054017	708	960	729	792
ENSRNOG00000054033	20	22	44	23
ENSRNOG00000054039	0	1	6	9
ENSRNOG00000054049	3214	2833	4444	3130
ENSRNOG00000054052	36	58	91	70
ENSRNOG00000054058	2872	2898	3601	3140
ENSRNOG00000054063	41	32	135	98
ENSRNOG00000054080	3836	3237	24445	19010
ENSRNOG00000054086	10	26	23	22
ENSRNOG00000054118	219	221	204	167
ENSRNOG00000054128	0	7	13	12
ENSRNOG00000054136	27	28	34	25
ENSRNOG00000054140	10133	11705	13415	14987
ENSRNOG00000054142	9	22	28	32
ENSRNOG00000054151	1270	1164	1606	1609
ENSRNOG00000054157	12628	12773	13936	12167
ENSRNOG00000054172	6857	8812	9510	8150
ENSRNOG00000054176	34	35	31	23
ENSRNOG00000054181	148	186	303	208
ENSRNOG00000054204	136	155	224	165
ENSRNOG00000054212	241	199	463	338
ENSRNOG00000054217	11	6	41	13
ENSRNOG00000054218	25	41	195	82
ENSRNOG00000054224	424	413	468	365
ENSRNOG00000054251	26	38	181	122
ENSRNOG00000054257	2090	2358	10864	8916
ENSRNOG00000054259	426	413	841	433
ENSRNOG00000054264	1695	1787	2752	1907
ENSRNOG00000054272	409	414	583	496
ENSRNOG00000054274	28	47	57	31
ENSRNOG00000054275	99	56	135	99
ENSRNOG00000054286	177	325	304	190
ENSRNOG00000054294	922	1003	4644	3665
ENSRNOG00000054296	151	286	329	170
ENSRNOG00000054331	275	275	436	371
ENSRNOG00000054334	5	7	2	6
ENSRNOG00000054352	1934	2012	4535	3597
ENSRNOG00000054360	3	8	9	5
ENSRNOG00000054367	3	9	3	11
ENSRNOG00000054374	61	68	111	105
ENSRNOG00000054391	20	21	32	40
ENSRNOG00000054400	268	276	446	335
ENSRNOG00000054404	28	33	59	31
ENSRNOG00000054420	26	25	41	27
ENSRNOG00000054423	6033	7237	10161	7111
ENSRNOG00000054426	182	152	381	249
ENSRNOG00000054437	155	150	218	173
ENSRNOG00000054446	1581	1310	2322	1925
ENSRNOG00000054468	706	645	949	778
ENSRNOG00000054474	157	193	317	164
ENSRNOG00000054479	598	664	595	593
ENSRNOG00000054488	586	746	611	578
ENSRNOG00000054495	4283	5468	6249	5511
ENSRNOG00000054497	355	375	589	430
ENSRNOG00000054508	951	407	1083	647
ENSRNOG00000054514	3994	3546	5234	4181
ENSRNOG00000054515	563	414	841	519
ENSRNOG00000054519	160	119	711	437
ENSRNOG00000054524	96	84	196	90
ENSRNOG00000054549	9515	13355	14634	15499
ENSRNOG00000054557	527	555	2449	1977
ENSRNOG00000054560	235	295	810	491
ENSRNOG00000054561	68	117	115	106
ENSRNOG00000054563	907	1138	1217	872
ENSRNOG00000054581	288	282	497	306
ENSRNOG00000054603	7	5	7	13
ENSRNOG00000054605	340	318	1152	901
ENSRNOG00000054620	11	22	40	22
ENSRNOG00000054625	235	316	411	313
ENSRNOG00000054626	4546	4610	8440	6760
ENSRNOG00000054638	2	1	0	4
ENSRNOG00000054669	440	485	581	555
ENSRNOG00000054689	3890	4815	4541	4111
ENSRNOG00000054695	3368	3563	4867	3466
ENSRNOG00000054719	118	163	287	250
ENSRNOG00000054724	617	674	974	663
ENSRNOG00000054725	830	878	2251	1636
ENSRNOG00000054751	1664	1811	2381	2012
ENSRNOG00000054757	1770	1827	3861	2616
ENSRNOG00000054764	53	66	126	76
ENSRNOG00000054765	122	167	174	160
ENSRNOG00000054770	1838	2451	2686	2458
ENSRNOG00000054775	1821	2057	3037	2449
ENSRNOG00000054782	1591	1793	4153	3642
ENSRNOG00000054828	17	38	29	23
ENSRNOG00000054838	341	392	366	377
ENSRNOG00000054860	23	26	30	23
ENSRNOG00000054863	1989	2042	2402	2035
ENSRNOG00000054889	4	1	11	3
ENSRNOG00000054890	3000	3065	3572	3694
ENSRNOG00000054891	2361	2446	3471	2807
ENSRNOG00000054896	2233	2364	2391	2112
ENSRNOG00000054901	1243	1376	1446	1517
ENSRNOG00000054902	127	130	163	106
ENSRNOG00000054945	78	48	59	62
ENSRNOG00000054954	28	27	29	16
ENSRNOG00000054962	1222	1021	7212	5680
ENSRNOG00000054963	465	494	725	624
ENSRNOG00000054964	147	84	581	309
ENSRNOG00000054978	1648	2389	4410	2169
ENSRNOG00000054989	37	47	71	34
ENSRNOG00000054999	26	39	87	21
ENSRNOG00000055000	778	919	1319	1034
ENSRNOG00000055010	518	667	1206	883
ENSRNOG00000055015	299	203	743	549
ENSRNOG00000055023	28	43	38	38
ENSRNOG00000055025	4	6	5	4
ENSRNOG00000055028	442	522	1096	665
ENSRNOG00000055036	402	385	353	415
ENSRNOG00000055042	0	0	3	2
ENSRNOG00000055049	56	36	83	52
ENSRNOG00000055068	892	1086	874	585
ENSRNOG00000055078	443	456	518	345
ENSRNOG00000055079	660	521	837	645
ENSRNOG00000055082	277	292	684	397
ENSRNOG00000055089	1859	2243	3739	2610
ENSRNOG00000055093	586	722	792	718
ENSRNOG00000055103	97	92	170	128
ENSRNOG00000055142	193	120	185	189
ENSRNOG00000055157	86	93	145	93
ENSRNOG00000055169	0	1	11	1
ENSRNOG00000055193	50	59	92	45
ENSRNOG00000055196	0	9	10	2
ENSRNOG00000055197	5	8	12	5
ENSRNOG00000055221	3	7	11	3
ENSRNOG00000055222	7	4	13	5
ENSRNOG00000055226	1431	1201	3200	2022
ENSRNOG00000055229	48	65	480	517
ENSRNOG00000055236	417	470	482	427
ENSRNOG00000055246	6136	6401	10169	8410
ENSRNOG00000055251	94	52	69	54
ENSRNOG00000055257	4935	5757	6484	5136
ENSRNOG00000055259	58	71	76	63
ENSRNOG00000055277	449	468	734	583
ENSRNOG00000055281	193	155	313	252
ENSRNOG00000055293	4908	5331	8826	6166
ENSRNOG00000055295	17403	17158	17312	14993
ENSRNOG00000055300	2296	3566	6410	5451
ENSRNOG00000055305	585	735	909	805
ENSRNOG00000055307	552	614	1442	1193
ENSRNOG00000055309	511	580	651	540
ENSRNOG00000055314	1718	2047	2728	1864
ENSRNOG00000055331	716	764	787	731
ENSRNOG00000055340	1255	1161	2649	1686
ENSRNOG00000055344	597	643	773	605
ENSRNOG00000055365	7860	8840	12921	11282
ENSRNOG00000055371	6	8	93	63
ENSRNOG00000055375	23	43	56	47
ENSRNOG00000055391	880	1146	23835	12179
ENSRNOG00000055426	6	5	22	15
ENSRNOG00000055428	11	9	32	15
ENSRNOG00000055433	1	2	8	5
ENSRNOG00000055439	340	346	874	636
ENSRNOG00000055446	6997	8005	10422	8481
ENSRNOG00000055451	390	192	495	270
ENSRNOG00000055466	1896	1888	5344	4697
ENSRNOG00000055471	1491	1808	1947	1510
ENSRNOG00000055486	572	378	4264	3626
ENSRNOG00000055496	142	207	367	277
ENSRNOG00000055499	10	12	15	9
ENSRNOG00000055512	54	147	231	106
ENSRNOG00000055519	3	5	9	5
ENSRNOG00000055524	173	216	291	264
ENSRNOG00000055525	469	611	1167	929
ENSRNOG00000055527	325	402	470	408
ENSRNOG00000055530	135	271	424	298
ENSRNOG00000055531	27675	49865	71079	56938
ENSRNOG00000055547	1906	1005	3323	2026
ENSRNOG00000055562	1201	1250	1446	1205
ENSRNOG00000055564	172	195	335	188
ENSRNOG00000055567	792	806	1319	974
ENSRNOG00000055572	1062	1217	1224	1045
ENSRNOG00000055579	19393	19241	31528	22874
ENSRNOG00000055583	904	1103	1870	1220
ENSRNOG00000055597	228	226	398	251
ENSRNOG00000055608	27	19	34	58
ENSRNOG00000055620	8	12	15	14
ENSRNOG00000055631	1581	1405	2177	1755
ENSRNOG00000055641	352	465	571	389
ENSRNOG00000055642	3	0	3	4
ENSRNOG00000055647	1034	897	873	796
ENSRNOG00000055648	243	297	270	230
ENSRNOG00000055650	55	62	130	63
ENSRNOG00000055672	25	188	117	111
ENSRNOG00000055714	121	120	124	82
ENSRNOG00000055716	35	36	95	57
ENSRNOG00000055721	4521	4678	21953	16378
ENSRNOG00000055738	62	62	425	387
ENSRNOG00000055751	534	552	1196	783
ENSRNOG00000055756	2489	2497	2939	2683
ENSRNOG00000055761	288	456	550	390
ENSRNOG00000055777	5	13	12	7
ENSRNOG00000055779	1928	2173	2401	2319
ENSRNOG00000055809	0	3	6	4
ENSRNOG00000055846	512	328	973	648
ENSRNOG00000055853	932	1039	1109	954
ENSRNOG00000055858	11	10	11	6
ENSRNOG00000055860	1818	2026	3468	2667
ENSRNOG00000055909	1982	997	1336	1144
ENSRNOG00000055915	555	625	1069	865
ENSRNOG00000055917	859	1028	1330	1019
ENSRNOG00000055925	1002	1175	1961	1497
ENSRNOG00000055933	228	250	279	239
ENSRNOG00000055962	2417	2946	6029	3312
ENSRNOG00000055966	39	21	41	30
ENSRNOG00000055984	1517	1949	2281	1686
ENSRNOG00000056001	12	32	56	46
ENSRNOG00000056009	266	313	707	422
ENSRNOG00000056012	37	36	40	36
ENSRNOG00000056017	115	136	1672	991
ENSRNOG00000056024	1794	2017	2322	2125
ENSRNOG00000056033	315	232	511	465
ENSRNOG00000056036	95	112	99	108
ENSRNOG00000056038	343	397	566	498
ENSRNOG00000056041	1881	1760	1783	1790
ENSRNOG00000056052	4	9	28	12
ENSRNOG00000056069	417	538	772	423
ENSRNOG00000056098	158	159	251	208
ENSRNOG00000056106	1447	1556	3157	2182
ENSRNOG00000056118	522	685	2605	2038
ENSRNOG00000056128	1007	954	1283	1208
ENSRNOG00000056130	196	124	360	219
ENSRNOG00000056135	1279	2068	2578	2579
ENSRNOG00000056148	191	177	772	797
ENSRNOG00000056150	1030	1115	1788	1263
ENSRNOG00000056156	1523	1562	2228	1825
ENSRNOG00000056162	2	0	5	5
ENSRNOG00000056184	2513	2058	2176	2428
ENSRNOG00000056207	3859	4131	4851	3935
ENSRNOG00000056209	26	29	36	23
ENSRNOG00000056212	46	49	57	44
ENSRNOG00000056216	1213	1424	1594	1496
ENSRNOG00000056219	13	20	35	19
ENSRNOG00000056223	371	366	674	510
ENSRNOG00000056226	8	32	30	14
ENSRNOG00000056228	85	63	152	93
ENSRNOG00000056243	1310	1136	4160	3310
ENSRNOG00000056246	918	1014	1348	889
ENSRNOG00000056281	22	56	69	33
ENSRNOG00000056297	283	345	365	296
ENSRNOG00000056325	3865	3963	3759	3792
ENSRNOG00000056332	48	25	35	50
ENSRNOG00000056337	351	435	696	435
ENSRNOG00000056343	1172	1410	17694	13474
ENSRNOG00000056362	140	97	292	164
ENSRNOG00000056371	1636	1689	2015	1732
ENSRNOG00000056374	241	284	595	678
ENSRNOG00000056376	537	506	801	650
ENSRNOG00000056411	28	62	94	30
ENSRNOG00000056435	65	76	151	126
ENSRNOG00000056438	364	206	1408	1108
ENSRNOG00000056447	0	7	0	2
ENSRNOG00000056457	10403	8693	11818	8601
ENSRNOG00000056458	358	335	407	375
ENSRNOG00000056462	3396	4035	4723	4619
ENSRNOG00000056471	0	1	4	3
ENSRNOG00000056487	6454	6026	38719	30246
ENSRNOG00000056493	25	18	23	21
ENSRNOG00000056524	953	1117	1520	1205
ENSRNOG00000056537	9	3	29	13
ENSRNOG00000056550	1740	1595	15632	10633
ENSRNOG00000056555	8	23	20	12
ENSRNOG00000056562	31	33	61	33
ENSRNOG00000056574	7	3	13	2
ENSRNOG00000056585	92	137	112	83
ENSRNOG00000056596	5535	10950	13125	10161
ENSRNOG00000056610	1500	1081	1896	1524
ENSRNOG00000056617	101	105	123	85
ENSRNOG00000056631	47	48	73	59
ENSRNOG00000056637	802	879	1137	922
ENSRNOG00000056647	546	695	4577	3879
ENSRNOG00000056654	33	32	11	13
ENSRNOG00000056658	53	40	89	48
ENSRNOG00000056659	476	426	4524	3040
ENSRNOG00000056665	0	4	2	1
ENSRNOG00000056678	58	83	110	70
ENSRNOG00000056688	8	1	9	5
ENSRNOG00000056689	2	2	4	3
ENSRNOG00000056697	168	126	383	298
ENSRNOG00000056701	963	1027	1104	925
ENSRNOG00000056703	2981	3085	4545	3959
ENSRNOG00000056716	14718	8817	23535	16073
ENSRNOG00000056721	532	490	2845	2635
ENSRNOG00000056728	728	1124	846	814
ENSRNOG00000056731	11	11	44	15
ENSRNOG00000056735	144	119	132	143
ENSRNOG00000056746	5	3	5	3
ENSRNOG00000056748	91	62	154	117
