BN_336	BN_337	BN_338	BN_339
ENSRNOG00000016071	197	187	260	202
ENSRNOG00000016085	186	214	291	156
ENSRNOG00000016087	818	922	942	877
ENSRNOG00000016088	442	484	615	453
ENSRNOG00000016090	1564	1619	2148	1783
ENSRNOG00000016091	2	14	11	8
ENSRNOG00000016093	14	17	28	20
ENSRNOG00000016097	939	1293	1353	1237
ENSRNOG00000016099	2834	2121	1920	1815
ENSRNOG00000016102	16	9	26	18
ENSRNOG00000016103	48	48	72	40
ENSRNOG00000016105	1142	1350	1246	1199
ENSRNOG00000016108	262	288	477	390
ENSRNOG00000016109	935	930	2985	2540
ENSRNOG00000016110	22	21	164	82
ENSRNOG00000016112	86	67	120	72
ENSRNOG00000016117	430	349	449	375
ENSRNOG00000016119	347	318	589	343
ENSRNOG00000016121	807	842	1096	985
ENSRNOG00000016122	12611	14775	13552	24691
ENSRNOG00000016123	7260	4946	11877	6734
ENSRNOG00000016128	253	268	1170	970
ENSRNOG00000016133	2064	2347	2534	2097
ENSRNOG00000016134	1222	1160	1252	1210
ENSRNOG00000016135	1682	1483	2233	1942
ENSRNOG00000016136	10	7	5	5
ENSRNOG00000016137	6879	7329	8980	7634
ENSRNOG00000016145	662	786	944	805
ENSRNOG00000016148	199	195	269	148
ENSRNOG00000016150	283	378	398	310
ENSRNOG00000016152	3220	3141	6891	6147
ENSRNOG00000016156	4	18	42	15
ENSRNOG00000016161	6793	7332	18423	16945
ENSRNOG00000016163	535	504	976	704
ENSRNOG00000016166	1324	2006	2135	1803
ENSRNOG00000016167	138	339	403	205
ENSRNOG00000016172	1907	1863	18527	15431
ENSRNOG00000016173	26855	38731	49147	43688
ENSRNOG00000016174	386	417	1784	1492
ENSRNOG00000016180	172	151	156	151
ENSRNOG00000016181	148	169	840	390
ENSRNOG00000016182	471	467	929	644
ENSRNOG00000016183	472	441	517	518
ENSRNOG00000016186	264	253	356	307
ENSRNOG00000016187	300	295	332	341
ENSRNOG00000016189	2	7	6	9
ENSRNOG00000016190	2361	2655	2830	2567
ENSRNOG00000016193	177	206	195	189
ENSRNOG00000016196	67	74	233	106
ENSRNOG00000016200	337	368	616	453
ENSRNOG00000016201	1476	1569	3055	2973
ENSRNOG00000016203	2	8	3	8
ENSRNOG00000016204	20	34	55	49
ENSRNOG00000016206	3307	2813	6347	4558
ENSRNOG00000016207	2676	2797	20840	18468
ENSRNOG00000016208	545	420	1292	897
ENSRNOG00000016210	38	63	728	660
ENSRNOG00000016212	3062	3480	4458	3690
ENSRNOG00000016213	634	416	1221	867
ENSRNOG00000016214	5308	4958	6374	5504
ENSRNOG00000016216	122	201	251	173
ENSRNOG00000016217	1003	934	1100	1227
ENSRNOG00000016218	2959	3128	4291	3595
ENSRNOG00000016219	555	624	771	447
ENSRNOG00000016220	2935	3116	3735	2450
ENSRNOG00000016222	144	72	529	179
ENSRNOG00000016224	271	227	247	201
ENSRNOG00000016225	149	118	1561	1032
ENSRNOG00000016226	271	289	298	221
ENSRNOG00000016227	2060	2301	2150	2043
ENSRNOG00000016229	666	735	3544	2196
ENSRNOG00000016231	502	618	656	526
ENSRNOG00000016234	785	933	1159	733
ENSRNOG00000016239	1702	1913	4088	3454
ENSRNOG00000016242	720	809	890	809
ENSRNOG00000016244	1279	1292	2622	2435
ENSRNOG00000016245	23871	24647	15562	8460
ENSRNOG00000016246	702	792	1637	944
ENSRNOG00000016248	119	190	245	121
ENSRNOG00000016249	424	426	792	609
ENSRNOG00000016250	2426	2553	4506	3205
ENSRNOG00000016251	2464	2911	3053	2878
ENSRNOG00000016252	885	784	1174	1391
ENSRNOG00000016254	166	179	310	219
ENSRNOG00000016255	18	15	33	19
ENSRNOG00000016256	1557	1839	2790	2446
ENSRNOG00000016257	584	902	1336	811
ENSRNOG00000016258	358	310	998	511
ENSRNOG00000016260	752	865	906	792
ENSRNOG00000016262	64	87	458	263
ENSRNOG00000016265	16857	17311	18538	16463
ENSRNOG00000016266	626	687	678	702
ENSRNOG00000016267	304	342	704	408
ENSRNOG00000016269	877	1084	1245	1166
ENSRNOG00000016271	29463	34295	87279	68733
ENSRNOG00000016272	1730	1786	1789	1658
ENSRNOG00000016273	798	889	2473	2204
ENSRNOG00000016274	7	9	6	4
ENSRNOG00000016275	181436	160667	182893	133505
ENSRNOG00000016278	4	6	6	3
ENSRNOG00000016279	177	171	161	179
ENSRNOG00000016280	978	920	1454	1105
ENSRNOG00000016281	2598	2589	5180	3717
ENSRNOG00000016286	2631	2728	2811	2739
ENSRNOG00000016288	11	13	11	11
ENSRNOG00000016289	10	2	5	3
ENSRNOG00000016291	68	95	118	103
ENSRNOG00000016294	933	1127	4054	3319
ENSRNOG00000016298	1210	1359	1627	1255
ENSRNOG00000016299	184	205	176	127
ENSRNOG00000016303	826	738	4420	3753
ENSRNOG00000016306	1998	1605	3232	2127
ENSRNOG00000016308	100	101	247	166
ENSRNOG00000016309	396	386	736	585
ENSRNOG00000016313	160	189	260	202
ENSRNOG00000016315	620	605	943	810
ENSRNOG00000016316	483	552	478	505
ENSRNOG00000016321	1235	1380	1453	1249
ENSRNOG00000016322	102	123	590	355
ENSRNOG00000016325	83906	86840	367269	319117
ENSRNOG00000016326	25	48	59	30
ENSRNOG00000016327	798	917	4610	4094
ENSRNOG00000016330	47	50	615	643
ENSRNOG00000016334	2736	2973	4760	3049
ENSRNOG00000016337	5981	9163	9510	7978
ENSRNOG00000016338	358	450	409	319
ENSRNOG00000016339	32303	30676	33774	28041
ENSRNOG00000016342	690	443	1128	755
ENSRNOG00000016343	160	221	305	242
ENSRNOG00000016346	426	493	582	477
ENSRNOG00000016348	21011	35304	68466	76851
ENSRNOG00000016349	882	786	430	752
ENSRNOG00000016351	1642	1760	2305	1897
ENSRNOG00000016352	958	807	4225	2774
ENSRNOG00000016353	189	42	121	51
ENSRNOG00000016356	7644	7266	10365	6812
ENSRNOG00000016357	79	90	143	82
ENSRNOG00000016358	20	15	13	12
ENSRNOG00000016360	157	170	204	165
ENSRNOG00000016362	30	49	47	43
ENSRNOG00000016364	252	285	342	322
ENSRNOG00000016366	246	207	314	232
ENSRNOG00000016367	536	758	850	578
ENSRNOG00000016371	512	507	786	586
ENSRNOG00000016372	1464	1620	2846	2180
ENSRNOG00000016374	1998	2347	8340	6091
ENSRNOG00000016377	125	139	201	91
ENSRNOG00000016378	270	336	493	308
ENSRNOG00000016379	505	489	601	507
ENSRNOG00000016381	425	264	1063	512
ENSRNOG00000016383	1216	1379	1285	1153
ENSRNOG00000016384	1910	1726	3000	2013
ENSRNOG00000016387	2581	2519	2804	1895
ENSRNOG00000016388	114	90	143	119
ENSRNOG00000016390	444	590	509	503
ENSRNOG00000016392	157	202	197	162
ENSRNOG00000016396	1404	1487	1729	1415
ENSRNOG00000016398	324	432	642	490
ENSRNOG00000016399	221	312	464	306
ENSRNOG00000016403	18	6	33	11
ENSRNOG00000016405	41	108	189	90
ENSRNOG00000016408	262	234	841	537
ENSRNOG00000016411	5778	5261	8662	5618
ENSRNOG00000016412	316	406	4410	2600
ENSRNOG00000016413	96	150	232	127
ENSRNOG00000016414	403	485	666	433
ENSRNOG00000016416	2012	2967	2439	2332
ENSRNOG00000016417	62	46	65	53
ENSRNOG00000016419	2803	2169	4297	3012
ENSRNOG00000016420	122	113	145	102
ENSRNOG00000016422	127	148	292	291
ENSRNOG00000016423	919	1116	1590	1117
ENSRNOG00000016427	2040	2063	2189	2184
ENSRNOG00000016433	676	776	1092	875
ENSRNOG00000016434	271	305	445	323
ENSRNOG00000016437	5493	5933	7437	6393
ENSRNOG00000016443	5131	4896	7974	6583
ENSRNOG00000016447	856	1052	1067	985
ENSRNOG00000016448	707	883	1321	1083
ENSRNOG00000016451	1219	1379	4240	3700
ENSRNOG00000016452	1141	1202	2240	2218
ENSRNOG00000016454	846	830	963	854
ENSRNOG00000016456	4521	6208	36314	34774
ENSRNOG00000016459	2149	2175	2619	2303
ENSRNOG00000016460	28148	36058	132976	107981
ENSRNOG00000016465	221	227	297	280
ENSRNOG00000016467	33	45	74	52
ENSRNOG00000016468	1708	1662	3644	3423
ENSRNOG00000016469	246	328	281	209
ENSRNOG00000016470	5440	5575	5428	4842
ENSRNOG00000016474	466	571	616	559
ENSRNOG00000016475	300	338	336	323
ENSRNOG00000016477	785	1001	1477	1090
ENSRNOG00000016478	5875	6051	7593	5704
ENSRNOG00000016483	12	9	65	22
ENSRNOG00000016484	2569	2901	4894	3909
ENSRNOG00000016486	885	1079	1930	1596
ENSRNOG00000016488	2023	2829	3259	2412
ENSRNOG00000016491	22	42	50	32
ENSRNOG00000016496	14692	14764	18835	15127
ENSRNOG00000016497	587	582	764	629
ENSRNOG00000016503	540	556	682	579
ENSRNOG00000016505	3	4	7	2
ENSRNOG00000016507	299	385	377	299
ENSRNOG00000016509	1144	1414	4760	3693
ENSRNOG00000016511	1849	1903	11870	9176
ENSRNOG00000016512	5	1	10	9
ENSRNOG00000016516	351	334	812	408
ENSRNOG00000016519	1230	1263	1482	1409
ENSRNOG00000016525	6	15	38	23
ENSRNOG00000016526	4428	5015	9044	6234
ENSRNOG00000016528	1347	1248	1791	1475
ENSRNOG00000016530	863	1083	854	798
ENSRNOG00000016532	372	496	577	429
ENSRNOG00000016534	205	245	441	296
ENSRNOG00000016535	5	11	7	3
ENSRNOG00000016536	637	647	814	685
ENSRNOG00000016538	478	664	3329	2327
ENSRNOG00000016539	500	541	1192	1144
ENSRNOG00000016541	1661	2148	4569	2242
ENSRNOG00000016544	24	47	94	60
ENSRNOG00000016545	621	643	1033	843
ENSRNOG00000016547	42	68	116	72
ENSRNOG00000016550	118	78	176	135
ENSRNOG00000016551	778	761	1989	809
ENSRNOG00000016552	89406	115821	90598	106427
ENSRNOG00000016559	769	797	1022	791
ENSRNOG00000016560	90	111	137	100
ENSRNOG00000016562	405	499	551	488
ENSRNOG00000016565	109	138	174	96
ENSRNOG00000016566	390	337	810	517
ENSRNOG00000016571	80	69	204	124
ENSRNOG00000016573	6871	7457	11473	9214
ENSRNOG00000016574	190	281	989	820
ENSRNOG00000016575	1462	1872	3741	2537
ENSRNOG00000016576	334	261	3633	2284
ENSRNOG00000016578	740	863	954	745
ENSRNOG00000016580	4777	4817	4536	3990
ENSRNOG00000016581	63	210	120	147
ENSRNOG00000016585	340	374	482	393
ENSRNOG00000016587	1821	2963	4813	2648
ENSRNOG00000016589	3333	4066	4820	3682
ENSRNOG00000016591	483	542	536	509
ENSRNOG00000016592	3038	4038	4872	3598
ENSRNOG00000016593	73	32	56	34
ENSRNOG00000016595	5145	3492	4446	2753
ENSRNOG00000016596	5211	5735	5684	5975
ENSRNOG00000016603	4	10	29	27
ENSRNOG00000016608	6	9	12	5
ENSRNOG00000016610	741	965	1300	910
ENSRNOG00000016611	1198	1423	1136	1173
ENSRNOG00000016612	33	9	13	27
ENSRNOG00000016617	920	791	3878	2382
ENSRNOG00000016619	831	1132	1029	829
ENSRNOG00000016620	626	501	1065	742
ENSRNOG00000016623	66	22	39	22
ENSRNOG00000016625	2	1	1	1
ENSRNOG00000016629	7584	7208	18666	15131
ENSRNOG00000016630	8733	10171	10745	10310
ENSRNOG00000016631	244	349	518	378
ENSRNOG00000016635	658	693	1300	977
ENSRNOG00000016636	541	578	616	542
ENSRNOG00000016638	2110	2936	4202	2935
ENSRNOG00000016643	224	228	381	268
ENSRNOG00000016645	2451	2206	3657	2860
ENSRNOG00000016648	28271	26526	29220	22126
ENSRNOG00000016653	516	768	983	792
ENSRNOG00000016655	1425	1477	1874	1378
ENSRNOG00000016659	7003	8325	11741	9223
ENSRNOG00000016660	4102	4876	4163	3754
ENSRNOG00000016665	332	465	753	504
ENSRNOG00000016670	247	269	384	297
ENSRNOG00000016671	32	20	31	17
ENSRNOG00000016672	24	21	51	33
ENSRNOG00000016677	1156	1007	1686	1225
ENSRNOG00000016680	5119	4689	8139	7019
ENSRNOG00000016683	77	82	769	553
ENSRNOG00000016684	10	4	34	23
ENSRNOG00000016686	366	439	741	659
ENSRNOG00000016687	9	7	13	6
ENSRNOG00000016688	82	111	169	132
ENSRNOG00000016689	824	718	1178	755
ENSRNOG00000016690	12279	16295	21854	27452
ENSRNOG00000016692	1706	2200	2276	2021
ENSRNOG00000016695	657	716	1079	664
ENSRNOG00000016697	30	31	32	29
ENSRNOG00000016698	748	809	955	811
ENSRNOG00000016700	181	210	396	178
ENSRNOG00000016704	1432	1669	2591	1873
ENSRNOG00000016705	1742	1651	2529	2184
ENSRNOG00000016706	76	87	148	72
ENSRNOG00000016707	456	446	2065	1550
ENSRNOG00000016708	224	251	487	316
ENSRNOG00000016714	6	10	8	5
ENSRNOG00000016716	4	6	18	7
ENSRNOG00000016717	4663	3144	5302	4065
ENSRNOG00000016719	440	536	555	490
ENSRNOG00000016722	2227	2445	8143	5952
ENSRNOG00000016723	768	810	2299	2114
ENSRNOG00000016724	176	250	274	261
ENSRNOG00000016725	1238	1256	1436	1314
ENSRNOG00000016727	7340	9326	8864	7790
ENSRNOG00000016728	66	69	122	87
ENSRNOG00000016731	215	214	209	166
ENSRNOG00000016733	395	562	933	814
ENSRNOG00000016740	3655	3230	5478	4180
ENSRNOG00000016744	1909	1538	2851	2280
ENSRNOG00000016748	393	526	550	424
ENSRNOG00000016750	108	126	101	112
ENSRNOG00000016751	397	494	668	508
ENSRNOG00000016752	114	100	181	111
ENSRNOG00000016753	31	37	54	32
ENSRNOG00000016754	442	466	472	425
ENSRNOG00000016756	35	54	538	395
ENSRNOG00000016758	985	1041	1366	1076
ENSRNOG00000016760	0	6	3	3
ENSRNOG00000016763	1120	1101	4738	4005
ENSRNOG00000016767	844	831	1274	856
ENSRNOG00000016769	1989	1753	4697	3998
ENSRNOG00000016770	1475	1668	1615	1535
ENSRNOG00000016773	665	685	1178	887
ENSRNOG00000016774	331	331	439	383
ENSRNOG00000016776	430	602	7566	4777
ENSRNOG00000016777	530	517	1214	1232
ENSRNOG00000016778	1187	1535	1553	1314
ENSRNOG00000016779	4966	5617	9356	6420
ENSRNOG00000016780	1030	954	6651	4658
ENSRNOG00000016781	9326	9507	10601	9539
ENSRNOG00000016789	1739	2023	2437	2058
ENSRNOG00000016790	1844	1907	3769	3771
ENSRNOG00000016791	9930	9427	17108	12582
ENSRNOG00000016794	3808	4533	8547	7363
ENSRNOG00000016795	661	680	1662	1340
ENSRNOG00000016800	1661	1486	2061	1639
ENSRNOG00000016807	35009	25300	23093	24378
ENSRNOG00000016810	742	990	1236	688
ENSRNOG00000016812	21	9	21	19
ENSRNOG00000016813	230	273	375	309
ENSRNOG00000016815	5331	3689	20677	16582
ENSRNOG00000016816	858	942	1945	1340
ENSRNOG00000016818	441	423	825	581
ENSRNOG00000016825	64	67	64	49
ENSRNOG00000016826	47	65	83	38
ENSRNOG00000016827	24434	29327	34984	27715
ENSRNOG00000016829	788	862	857	780
ENSRNOG00000016831	1909	2748	13717	11297
ENSRNOG00000016833	5136	5430	6348	5351
ENSRNOG00000016834	1144	1225	1619	1444
ENSRNOG00000016846	424	513	703	563
ENSRNOG00000016847	586	553	6838	4992
ENSRNOG00000016848	1519	1257	2415	1513
ENSRNOG00000016849	800	997	1361	997
ENSRNOG00000016852	22	33	51	24
ENSRNOG00000016853	12	18	54	37
ENSRNOG00000016854	24	34	27	36
ENSRNOG00000016855	552	651	895	818
ENSRNOG00000016863	5	1	2	3
ENSRNOG00000016865	41	64	94	47
ENSRNOG00000016866	130	202	1152	881
ENSRNOG00000016867	181	209	443	287
ENSRNOG00000016870	504	706	708	559
ENSRNOG00000016872	10	12	4	10
ENSRNOG00000016873	998	931	1194	1090
ENSRNOG00000016874	224	130	303	162
ENSRNOG00000016875	105	116	208	138
ENSRNOG00000016878	8	6	6	7
ENSRNOG00000016879	1871	1326	3731	2187
ENSRNOG00000016885	2404	2392	2416	2034
ENSRNOG00000016886	405	424	488	368
ENSRNOG00000016888	69	59	109	77
ENSRNOG00000016889	438	337	667	461
ENSRNOG00000016891	1204	1185	1581	1326
ENSRNOG00000016892	1810	1859	3124	2132
ENSRNOG00000016894	8	12	14	11
ENSRNOG00000016896	16483	17599	34161	26171
ENSRNOG00000016905	961	991	6335	4308
ENSRNOG00000016906	90	148	103	78
ENSRNOG00000016907	992	1194	1237	1170
ENSRNOG00000016910	586	689	1396	1091
ENSRNOG00000016912	1335	1471	1493	1170
ENSRNOG00000016913	162	139	225	166
ENSRNOG00000016917	9	14	8	5
ENSRNOG00000016919	1909	1590	2853	2041
ENSRNOG00000016920	8	3	4	15
ENSRNOG00000016921	422	529	1314	1173
ENSRNOG00000016923	4249	4792	5914	5034
ENSRNOG00000016924	17006	20585	14171	19545
ENSRNOG00000016926	52	41	94	51
ENSRNOG00000016930	637	902	940	561
ENSRNOG00000016932	757	783	1421	867
ENSRNOG00000016935	98	147	188	149
ENSRNOG00000016936	6978	8020	9241	7445
ENSRNOG00000016937	2134	2212	2633	2208
ENSRNOG00000016939	782	839	3462	3194
ENSRNOG00000016940	1018	1133	1610	1121
ENSRNOG00000016942	5952	6266	47206	3751
ENSRNOG00000016945	38	32	40	31
ENSRNOG00000016948	3534	3106	4944	3801
ENSRNOG00000016949	295	328	517	312
ENSRNOG00000016950	94	126	126	89
ENSRNOG00000016952	1829	1972	2139	1767
ENSRNOG00000016953	8	6	20	7
ENSRNOG00000016955	4908	4258	6815	6042
ENSRNOG00000016957	3597	3271	3695	2454
ENSRNOG00000016960	429	549	607	621
ENSRNOG00000016961	3805	4061	4149	3186
ENSRNOG00000016962	146	161	358	293
ENSRNOG00000016963	10533	11293	15065	13508
ENSRNOG00000016965	1679	1681	9875	8946
ENSRNOG00000016967	1638	1732	2205	1765
ENSRNOG00000016968	654	734	1617	1202
ENSRNOG00000016971	323	346	465	465
ENSRNOG00000016973	458	513	586	513
ENSRNOG00000016974	415	520	616	507
ENSRNOG00000016975	891	1193	7191	4130
ENSRNOG00000016976	543	624	803	635
ENSRNOG00000016978	12	22	36	21
ENSRNOG00000016980	2365	2205	2374	2249
ENSRNOG00000016983	1	2	0	2
ENSRNOG00000016984	1278	1323	2011	1530
ENSRNOG00000016987	1012	970	1834	1232
ENSRNOG00000016989	852	887	1169	896
ENSRNOG00000016991	743	831	1727	1575
ENSRNOG00000016995	23	14	35	23
ENSRNOG00000016998	2336	1437	4915	2969
ENSRNOG00000017001	727	644	1117	968
ENSRNOG00000017002	12	14	46	17
ENSRNOG00000017003	313	366	744	517
ENSRNOG00000017006	55	34	204	85
ENSRNOG00000017012	321	352	285	305
ENSRNOG00000017017	448	437	830	692
ENSRNOG00000017020	596	621	2717	1862
ENSRNOG00000017021	480	359	930	545
ENSRNOG00000017022	888	1168	1520	1163
ENSRNOG00000017023	3783	4097	24297	22194
ENSRNOG00000017029	1083	1157	1400	1101
ENSRNOG00000017030	2962	2381	5004	3751
ENSRNOG00000017032	30771	33537	32443	29395
ENSRNOG00000017035	613	732	849	784
ENSRNOG00000017036	1577	1434	1463	1526
ENSRNOG00000017037	128	151	248	197
ENSRNOG00000017040	645	701	711	678
ENSRNOG00000017045	14	13	23	13
ENSRNOG00000017047	261	273	387	289
ENSRNOG00000017050	1	3	11	5
ENSRNOG00000017051	291	423	1778	1319
ENSRNOG00000017052	64	60	139	73
ENSRNOG00000017053	57	75	227	129
ENSRNOG00000017054	14	4	137	69
ENSRNOG00000017057	488	457	901	610
ENSRNOG00000017061	8	7	18	4
ENSRNOG00000017063	1315	1725	1792	1674
ENSRNOG00000017065	132	142	552	316
ENSRNOG00000017066	549	588	1036	669
ENSRNOG00000017069	288	363	644	402
ENSRNOG00000017071	882	955	1010	762
ENSRNOG00000017072	18	13	233	233
ENSRNOG00000017073	17	33	433	195
ENSRNOG00000017074	1296	1346	1878	1392
ENSRNOG00000017075	3033	2850	4649	3279
ENSRNOG00000017077	553	648	1636	1560
ENSRNOG00000017078	172	244	443	288
ENSRNOG00000017079	513	425	1007	750
ENSRNOG00000017084	13	23	31	12
ENSRNOG00000017085	580	719	782	766
ENSRNOG00000017086	23	28	65	24
ENSRNOG00000017087	471	465	921	536
ENSRNOG00000017090	912	938	1335	963
ENSRNOG00000017091	1853	1947	6946	6160
ENSRNOG00000017092	216	195	402	246
ENSRNOG00000017093	2582	2561	4311	3109
ENSRNOG00000017097	1611	1391	2074	1639
ENSRNOG00000017102	104	171	132	104
ENSRNOG00000017105	28901	20326	100973	71296
ENSRNOG00000017106	6802	6645	8797	7217
ENSRNOG00000017108	400	482	717	453
ENSRNOG00000017109	145	195	210	192
ENSRNOG00000017113	1640	1478	2846	2175
ENSRNOG00000017114	359	599	2868	2222
ENSRNOG00000017116	500	599	893	790
ENSRNOG00000017117	0	7	70	21
ENSRNOG00000017118	10	7	12	9
ENSRNOG00000017119	1705	1839	1835	1536
ENSRNOG00000017120	6261	5753	10040	7787
ENSRNOG00000017123	43579	46524	54740	36947
ENSRNOG00000017127	1843	1760	2083	1410
ENSRNOG00000017129	424	538	868	593
ENSRNOG00000017130	184	177	265	188
ENSRNOG00000017132	919	765	1728	1074
ENSRNOG00000017133	1010	1122	1668	958
ENSRNOG00000017136	35	34	185	86
ENSRNOG00000017137	237	256	304	282
ENSRNOG00000017144	1379	1460	1274	1271
ENSRNOG00000017146	370	374	780	511
ENSRNOG00000017147	11	19	17	18
ENSRNOG00000017150	296	376	351	325
ENSRNOG00000017151	482	396	735	629
ENSRNOG00000017154	1855	1797	3213	2557
ENSRNOG00000017155	231	261	396	254
ENSRNOG00000017156	10	20	33	12
ENSRNOG00000017157	99	91	815	622
ENSRNOG00000017158	29946	32619	109743	80728
ENSRNOG00000017159	34	22	26	34
ENSRNOG00000017163	137	115	144	104
ENSRNOG00000017164	308	237	538	343
ENSRNOG00000017165	2680	2813	6883	6215
ENSRNOG00000017166	775	916	885	712
ENSRNOG00000017170	675	517	748	549
ENSRNOG00000017172	139	142	320	217
ENSRNOG00000017175	167	302	1337	636
ENSRNOG00000017178	14	9	87	34
ENSRNOG00000017180	4528	3742	5300	3919
ENSRNOG00000017181	650	650	827	680
ENSRNOG00000017188	12533	17231	19646	14811
ENSRNOG00000017191	2139	2209	5562	5068
ENSRNOG00000017194	9683	10888	9625	9020
ENSRNOG00000017195	4764	5565	7556	4837
ENSRNOG00000017197	41	46	67	38
ENSRNOG00000017201	946	1013	1254	1283
ENSRNOG00000017206	65	43	53	37
ENSRNOG00000017208	33	41	60	27
ENSRNOG00000017209	5	24	41	27
ENSRNOG00000017210	4485	4374	10754	6622
ENSRNOG00000017212	46	93	268	134
ENSRNOG00000017213	986	1103	1273	1160
ENSRNOG00000017219	1168	1326	3141	1648
ENSRNOG00000017220	1500	1821	2252	1819
ENSRNOG00000017222	1679	1556	4033	3017
ENSRNOG00000017223	133779	127830	157308	133957
ENSRNOG00000017225	778	897	1440	1065
ENSRNOG00000017226	10	6	5	2
ENSRNOG00000017227	583	578	996	786
ENSRNOG00000017230	978	1091	1295	1051
ENSRNOG00000017231	1910	2131	3123	2438
ENSRNOG00000017233	354	523	584	421
ENSRNOG00000017235	4778	5511	6554	5104
ENSRNOG00000017237	28	23	53	42
ENSRNOG00000017241	318	341	324	283
ENSRNOG00000017243	3929	3700	4546	3310
ENSRNOG00000017244	56	58	79	39
ENSRNOG00000017246	6	11	12	17
ENSRNOG00000017249	217	200	331	224
ENSRNOG00000017250	30	66	76	53
ENSRNOG00000017251	2213	2438	2068	2406
ENSRNOG00000017254	3257	3450	6925	7002
ENSRNOG00000017258	86	184	441	518
ENSRNOG00000017259	353	539	564	371
ENSRNOG00000017260	68	127	122	124
ENSRNOG00000017265	1629	1745	3083	1941
ENSRNOG00000017272	954	1133	1318	1252
ENSRNOG00000017273	11	16	21	10
ENSRNOG00000017279	1252	1276	1410	1193
ENSRNOG00000017282	384	355	726	632
ENSRNOG00000017283	15	15	22	22
ENSRNOG00000017284	538	578	587	530
ENSRNOG00000017285	623	568	938	751
ENSRNOG00000017286	2850	2538	2973	2200
ENSRNOG00000017290	425	480	572	517
ENSRNOG00000017291	18403	18551	21506	18269
ENSRNOG00000017294	1783	1555	2073	1592
ENSRNOG00000017295	321	318	520	354
ENSRNOG00000017297	3092	3492	4263	3494
ENSRNOG00000017298	609	514	423	537
ENSRNOG00000017299	886	1044	1492	1162
ENSRNOG00000017307	811	750	854	764
ENSRNOG00000017309	5017	4859	5862	5067
ENSRNOG00000017310	456	488	4813	4863
ENSRNOG00000017311	101	85	112	91
ENSRNOG00000017318	507	466	492	469
ENSRNOG00000017319	2051	1902	3296	1862
ENSRNOG00000017321	443	457	659	491
ENSRNOG00000017325	53	91	85	61
ENSRNOG00000017326	264	306	430	296
ENSRNOG00000017328	765	801	989	881
ENSRNOG00000017329	351	467	642	491
ENSRNOG00000017332	788	855	1661	1047
ENSRNOG00000017340	470	614	638	599
ENSRNOG00000017342	393	550	1212	881
ENSRNOG00000017349	733	798	1198	910
ENSRNOG00000017352	324	471	1792	966
ENSRNOG00000017354	500	712	2766	1655
ENSRNOG00000017359	1566	1946	7113	4998
ENSRNOG00000017365	2	10	6	6
ENSRNOG00000017369	15	30	22	17
ENSRNOG00000017372	402	446	465	352
ENSRNOG00000017373	139	177	647	566
ENSRNOG00000017380	495	530	1848	1561
ENSRNOG00000017381	181373	273906	339319	315754
ENSRNOG00000017382	1011	1037	1585	1103
ENSRNOG00000017383	722	765	2040	1704
ENSRNOG00000017396	2929	3284	4222	3321
ENSRNOG00000017397	341	334	352	334
ENSRNOG00000017401	300	309	424	315
ENSRNOG00000017403	42	60	218	174
ENSRNOG00000017404	2663	2484	2986	2401
ENSRNOG00000017405	3032	3128	4554	3511
ENSRNOG00000017406	527	411	879	589
ENSRNOG00000017408	366	324	486	376
ENSRNOG00000017409	2	6	5	2
ENSRNOG00000017414	1082	1348	983	612
ENSRNOG00000017416	143	97	144	96
ENSRNOG00000017417	3364	4640	5624	3570
ENSRNOG00000017418	7451	7936	8181	6849
ENSRNOG00000017419	971	1042	1346	1366
ENSRNOG00000017420	261	293	624	634
ENSRNOG00000017421	42	48	66	39
ENSRNOG00000017422	1675	1360	3200	2275
ENSRNOG00000017424	5	0	10	1
ENSRNOG00000017426	1604	1931	2107	1882
ENSRNOG00000017428	44	66	113	89
ENSRNOG00000017429	23	30	57	21
ENSRNOG00000017431	393	494	715	494
ENSRNOG00000017434	27	22	37	31
ENSRNOG00000017438	185	188	565	387
ENSRNOG00000017441	3054	3550	4097	3973
ENSRNOG00000017443	697	774	1105	894
ENSRNOG00000017445	19	24	28	18
ENSRNOG00000017446	1818	2082	2154	1779
ENSRNOG00000017447	4581	4964	4754	4466
ENSRNOG00000017448	406	464	576	507
ENSRNOG00000017453	1284	1441	6756	5152
ENSRNOG00000017459	5	7	21	15
ENSRNOG00000017460	446	620	670	565
ENSRNOG00000017462	721	657	1351	1036
ENSRNOG00000017463	138	164	2763	1934
ENSRNOG00000017466	3716	4275	3078	3315
ENSRNOG00000017467	278	360	552	366
ENSRNOG00000017468	981	1146	1156	861
ENSRNOG00000017469	478	538	569	456
ENSRNOG00000017473	52	110	116	95
ENSRNOG00000017477	30	30	113	71
ENSRNOG00000017478	714	856	1258	1085
ENSRNOG00000017481	4486	4210	4307	4179
ENSRNOG00000017484	68	134	178	99
ENSRNOG00000017485	25	32	32	31
ENSRNOG00000017488	4029	2531	7913	5013
ENSRNOG00000017489	175	221	509	256
ENSRNOG00000017491	178	162	214	198
ENSRNOG00000017493	1551	1462	2338	1627
ENSRNOG00000017494	807	891	1101	837
ENSRNOG00000017495	1106	1289	1875	1331
ENSRNOG00000017496	771	1563	1518	1332
ENSRNOG00000017500	78	92	190	114
ENSRNOG00000017502	357	376	549	359
ENSRNOG00000017503	424	454	3351	1380
ENSRNOG00000017505	1341	881	2573	1847
